name,page,house,elected,electorate,retired
"Thomas, James Henry English",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AEF2637B8034353F48257E5E00295ABC?OpenDocument#current,MLC,10 July 1883,Nominated,1884
"Thomas, Hon Robert (Bob) John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/382D9190CA158E31482577E50028A7FC?OpenDocument#current,MLC,22 May 1989,South West,2001
"Thomas, Hon Steven (Steve) Caldwell",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2134908D8E54AEF8482577E50028A7FD?OpenDocument#current,MLC,26 February 2005,South West,
"Thomas, William Lemen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DE913693A535E5BF482577E50028A7FF?OpenDocument#current,MLA,1 March 1911,Bunbury,1917
"Thomas, Mr William (Bill) Ian",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E6B5D4C477413A37482577E50028A7FE?OpenDocument#current,MLA,8 February 1986,Welshpool; Cockburn,2001
"Thompson, Ian David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7DB5BD4DCD87D051482577E50028A800?OpenDocument#current,MLA,20 February 1971,Darling Range; Kalamunda,1993
"Thompson, Ronald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/978F9B974267ED36482577E50028A801?OpenDocument#current,MLC,7 February 1959,West; South,1980
"Thompson, Sydney Thomas Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A2CA5D6422A4D4E7482577E50028A802?OpenDocument#current,MLC,22 May 1960,South,1974
"Thomson, Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D44935B99D73F845482577E50028A803?OpenDocument#current,MLA,21 October 1914,Katanning,1930
"Thomson, Jack McIntosh",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8A22DC192881D6F1482577E50028A805?OpenDocument#current,MLC,22 May 1950,South,1974
"Thomson, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8140AB67FA70F50F482577E50028A806?OpenDocument#current,MLA,12 March 1921,Claremont,1924
"Thomson, Joseph Angus",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D3912F336DEDFF1B482577E50028A807?OpenDocument#current,MLC,22 May 1902,Central,1908
"Thorn, Lindsay",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/381A1BEE3CA55979482577E50028A808?OpenDocument#current,MLA,12 April 1930,Toodyay,1959
"Throssell, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4CBC1887AEA76D7A482577E50028A809?OpenDocument#current,MLA MLC,2 December 1890,Northam,1910
"Tincknell, Hon Colin Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B3CCD14ED73DE02F482580EB0028E945?OpenDocument#current,MLC,11 March 2017,South West,
"Tinley, Mr Peter Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/50397699AD66568948257C77001E8430?OpenDocument#current,MLA,28 November 2009,Willagee,
"Tomlinson, Hon Derrick Gordon",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/29013DBEF97C2735482577E50028A80B?OpenDocument#current,MLC,22 May 1989,East Metropolitan,2005
"Toms, John Mervin",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/99976A64F11D9706482577E50028A80C?OpenDocument#current,MLA,7 April 1956,Maylands,1971
"Tonkin, Arthur Raymond",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0D4B2DA36D3E6D78482577E50028A80D?OpenDocument#current,MLA,20 February 1971,Mirrabooka,1987
"Tonkin, John Trezise",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8F3A6E4F20FB9666482577E50028A80E?OpenDocument#current,MLA,8 April 1933,North-East Fremantle,1977
"Totterdell, Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7750651B4A71C788482577E50028A80F?OpenDocument#current,MLA,25 March 1950,West Perth,1953
"Tozer, John Carmichael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5CA566734A3781C0482577E50028A810?OpenDocument#current,MLC,22 May 1974,North,1980
"Travers, Hon Kenneth (Ken) Dunstan Elder",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C5BACD5E24B43D9A48257C7500201C77?OpenDocument#current,MLC,22 May 1997,North Metropolitan,2016
"Traylen, William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/23D564CB7E6ED1C5482577E50028A812?OpenDocument#current,MLA,29 November 1890,Greenough,1897
"Trenorden, Hon Maxwell (Max) Wayne",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/329A282893C93B45482577E50028A813?OpenDocument#current,MLA MLC,8 February 1986,Avon; Agricultural,2009
"Trethowan, Anthony Markham",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AD0376630CB2CB8E482577E50028A814?OpenDocument#current,MLA,1 February 1980,East Melville,1986
"Triat, Lucien John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5319CB1DC87B2A2F482577E50028A815?OpenDocument#current,MLA,18 March 1939,Mount Magnet,1950
"Troy, Gavan John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B1382B534174BCBC482577E50028A816?OpenDocument#current,MLA,19 February 1983,Mundaring,1993
"Troy, John Robert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4232A1C6F2B3D6A4482577E50028A817?OpenDocument#current,MLA,19 February 1977,Fremantle,1980
"Troy, Michael Francis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/12D9F6555D2FE1C7482577E50028A818?OpenDocument#current,MLA,28 June 1904,Mount Magnet,1939
"Tubby, Mr Frederick (Fred) Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/79187A5B60B5DEBC482577E50028A819?OpenDocument#current,MLA,7 May 1988,Dale,2001
"Tubby, Reginald John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/160099D6E7355848482577E50028A81A?OpenDocument#current,MLA,1 November 1975,Greenough,1989
"Tuckey, Hobart",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2B80D9A502E2EB0E482577E50028A81B?OpenDocument#current,MLC,22 May 1934,South-West,1951
"Turnbull, Dr Hilda Margaret",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D67E95E3499E4472482577E50028A81C?OpenDocument#current,MLA,4 February 1989,Collie,2001
"Turvey, Philip Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B5D21578A9B84E9E482577E50028A81D?OpenDocument#current,MLA,3 October 1911,Swan,1914
"Underwood, Rufus Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F7ECA2D0CAB3CCEB482577E50028A81E?OpenDocument#current,MLA,23 July 1906,Pilbara,1929
"Urban, Mr Barry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9E02EAC28BE0D960482580E50025C9C0?OpenDocument#current,MLA,11 March 2017,Darling Range,2018
"Van De Klashorst, Mrs June Dorothy",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F8F218D44F0485DF482577E50028A81F?OpenDocument#current,MLA,6 February 1993,Swan Hills,2001
"Vaughan, Grace Sydney",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CD62BA1F2D2B67CF482577E50028A820?OpenDocument#current,MLC,22 May 1974,South-East Metropolitan,1980
"Venn, Harry Whittall",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A38DBFBB101CDD61482577E50028A821?OpenDocument#current,MLA,2 December 1890,Wellington,1901
"Veryard, John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1EB66249938E0A74482577E50028A822?OpenDocument#current,MLA,27 December 1905,Balcatta,1921
"Vosper, Frederick Charles Burleigh",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1BCA878A107C609F482577E50028A823?OpenDocument#current,MLA,4 May 1897,North-East Coolgardie,1901
"Waddell, Mr Andrew John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CD655C1A9428B44748257C440023A710?OpenDocument#current,MLA,6 September 2008,Forrestfield,2013
"Walcott, Robert John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3F1EC18DDF8131AF48257E5E00296D22?OpenDocument#current,MLC,22 November 1870,Nominated,1872
"Waldron, Mr Terrence (Terry) Keith",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/515B18869CA3CC1B48257C4400254A8B?OpenDocument#current,MLA,10 February 2001,Wagin,2017
"Walker, Ms Susan (Sue) Elizabeth",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6682E3D8FB8FF8DD482577E50028A825?OpenDocument#current,MLA,9 June 2001,Nedlands,2008
"Walker, Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F2E185287B58AA1A482577E50028A826?OpenDocument#current,MLA,27 October 1905,Kanowna,1932
"Wallace, Francis Patrick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/66379B93FA74D882482577E50028A827?OpenDocument#current,MLA,3 May 1897,Yalgoo,1904
"Walter, John Russell",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6B146BCC567516D9482577E50028A828?OpenDocument#current,MLA,11 December 1903,Nelson,1904
"Wansbrough, Arthur William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D48367DE3965ACA6482577E50028A829?OpenDocument#current,MLA,22 March 1924,Albany,1936
"Wansbrough, Charles Prangle",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1E5FD1EAB4FBD50B482577E50028A82A?OpenDocument#current,MLA,21 October 1914,Beverley,1930
"Ware, Francis John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FA698BC97F33D165482577E50028A82B?OpenDocument#current,MLA,27 October 1905,Hannans,1911
"Warner, Frederick Lytton",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D228FD197BBE8942482577E50028A82C?OpenDocument#current,MLA,8 April 1933,Mount Marshall,1943
"Warnock, Ms Diana Muriel",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A9C8E642DC3476BA482577E50028A82D?OpenDocument#current,MLA,6 February 1993,Perth,2001
"Warton, Charles Nicholas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7CC960ADBDEE981248257E5E00298D1B?OpenDocument#current,MLC,3 December 1886,,1890
"Watkins, Jacqueline Patricia",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/62F869CEC5371224482577E50028A82E?OpenDocument#current,MLA,19 February 1983,Joondalup,1993
"Watson, Hon Giz",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2F41D6E8807BDAE1482577E50028A82F?OpenDocument#current,MLC,14 December 1996,North Metropolitan,21 May 2013
"Watson, Henry Keith",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5348C8F7EA3EDB3E482577E50028A831?OpenDocument#current,MLA,8 May 1948,Albany,1968
"Watson, Dr Judyth",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B105FDE6D6498F84482577E50028A830?OpenDocument#current,MLA,8 February 1986,Canning,1996
"Watson, Hon Peter Bruce",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/71BD72BB6AAD4BB248257C54002DFF56?OpenDocument#current,MLA,10 February 2001,Albany,
"Watt, Leon Harold",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4EFABBEA7D00AABB482577E50028A833?OpenDocument#current,MLA,30 March 1974,Albany,1993
"Watts, Alfred John Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D31B49F090D0BF74482577E50028A834?OpenDocument#current,MLA,28 June 1904,Northam,1905
"Watts, Arthur Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/972017973E6152A9482577E50028A835?OpenDocument#current,MLA,31 August 1935,Katanning,1962
"Wells, Herbert Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7794F53FBC1B3ABF482577E50028A836?OpenDocument#current,MLA,12 April 1930,Canning,1933
"Wells, Peter Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/957DB75F8CD15BC8482577E50028A837?OpenDocument#current,MLC,22 May 1980,North Metropolitan,1986
"Welsh, Frank Robert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5E47DC972987E2AB482577E50028A838?OpenDocument#current,MLC MLA,8 April 1933,North,1954
"Wenn, Hon Douglas William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/852E41FC7637E20A482577E50028A83A?OpenDocument#current,MLC,22 May 1986,South West,1997
"West, Hon Darren Legh",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F87ED072647E29F348257CD2000B7709?OpenDocument#current,MLC,5 April 2013,Agricultural,
"Whitby, Mr Reece Raymond",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3E894C6B62C54DA7482580E50022C16A?OpenDocument#current,MLA,11 March 2017,Baldivis,
"Whitcombe, Frederic",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E37A923743C8F855482577E50028A83B?OpenDocument#current,MLC,22 May 1898,Central,1900
"White, Frederick Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CB55686D79764AEE482577E50028A83C?OpenDocument#current,MLC,21 October 1967,West,1973
"Whitely, Mr Martin Paul",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DB2467B25E9E4C4F482577E50028A83D?OpenDocument#current,MLA,10 February 2001,Roleystone; Bassendean,2013
"Wiese, Mr Robert (Bob) Laurence",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6706F19D24D5C8BC482577E50028A83E?OpenDocument#current,MLA,9 May 1987,Narrogin; Wagin,2001
"Wild, Gerald Percy",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9F936F9309DC59C6482577E50028A83F?OpenDocument#current,MLA,15 March 1947,Swan; Dale,1965
"Wilding, Thomas Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1D0014E2404F8599482577E50028A840?OpenDocument#current,MLC,22 May 1908,East,1914
"Willcock, John Collings",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3F0975108E25009E482577E50028A841?OpenDocument#current,MLA,29 September 1917,Geraldton,1947
"Willesee, William Francis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DDEB51948DBE8202482577E50028A842?OpenDocument#current,MLC,22 May 1954,North; North-East Metropolitan Province,1974
"Williams, Charles Bennett",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D412A834A7AC4337482577E50028A843?OpenDocument#current,MLC,22 May 1928,South,1948
"Williams, Maurice Clifford",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5A72BA94288B100A482577E50028A844?OpenDocument#current,MLA,1 September 1962,Bunbury,1973
"Williams, Rex (Tony) Geoffrey",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8EA61E8A5BC9A314482577E50028A845?OpenDocument#current,MLA,19 February 1977,Clontarf,1989
"Williams, Richard John Lloyd",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B8A27B8CA9133111482577E50028A846?OpenDocument#current,MLC,22 May 1971,Metropolitan,1989
"Willmott, Francis Drake",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/859C39FF304BC83F482577E50028A847?OpenDocument#current,MLC,10 September 1955,South-West,1974
"Willmott, Francis Edward Sykes",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6D75007919F30244482577E50028A849?OpenDocument#current,MLA MLC,21 October 1914,Nelson,1926
"Willmott, William Henry Francis",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A67256C3EFB75146482577E50028A84A?OpenDocument#current,MLA,12 February 1938,Sussex,1947
"Wilson, Albert James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B6DCBC3CC413192D482577E50028A84B?OpenDocument#current,MLA,24 June 1904,Forrest,1908
"Wilson, Arthur Alan",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/30B56B103E97D399482577E50028A84C?OpenDocument#current,MLA,11 September 1908,Collie,1947
"Wilson, Francis Ford",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/469BBCCF9433A62D482577E50028A84D?OpenDocument#current,MLA,28 June 1904,North Perth,1905
"Wilson, Frank",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5AEC455DC488F684482577E50028A84E?OpenDocument#current,MLA,6 May 1897,Canning,1917
"Wilson, Keith James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C82C25E15DBA9533482577E50028A84F?OpenDocument#current,MLA,19 February 1977,Dianella; Nollamara,1993
"Winton, Ms Sabine Elisabeth",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8B3665629F55AA03482580EA002467EB?OpenDocument#current,MLA,11 March 2017,Wanneroo,
"Wisdom, Evan Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A60954386CD19C26482577E50028A850?OpenDocument#current,MLA,3 October 1911,Claremont,1917
"Wise, Frank Joseph Scott",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D39A58341B946798482577E50028A851?OpenDocument#current,MLA MLC,8 April 1933,Gascoyne; North,1971
"Withers, Frederick James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/22C7FE3CD2595FD9482577E50028A853?OpenDocument#current,MLA,22 March 1924,Bunbury,1947
"Withers, William Robert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9DED2570645360B5482577E50028A854?OpenDocument#current,MLC,22 May 1971,North,1982
"Wittenoom, Charles Horne",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C4503D91BCCCE8D2482577E50028A855?OpenDocument#current,MLC,22 May 1928,South-East,1940
"Wittenoom, Edward Horne",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/831C3B2A5277A269482577E50028A856?OpenDocument#current,MLC,16 July 1894,Geraldton; Central; North,1934
"Wood, Barrington Clarke",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C09D669F2BB25466482577E50028A857?OpenDocument#current,MLA MLC,14 June 1894,West Perth,1903
"Wood, Garnet Barrington",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6684C3746E23556F482577E50028A859?OpenDocument#current,MLC,22 May 1936,East; Central,1952
