politician,place_of_education,start_time,end_time,degree,major
Q5248341,Q487556,"NA","NA","NA","NA"
Q5248341,Q1814435,"NA","NA","NA","NA"
Q5248341,Q781371,"NA","NA","NA","NA"
Q5248341,Q1180978,"NA","NA","NA","NA"
