politician,place_of_education,start_time,end_time,degree,major
Q6742471,Q160302,"NA","NA",NA,"NA"
Q6742471,Q487556,"NA","NA",Q1765120,"NA"
Q6742471,Q319078,"NA","NA",Q2085288,"NA"
