politician,place_of_education,start_time,end_time,degree,major
Q1070523,Q531285,"NA","NA","NA","NA"
Q1070523,Q487556,"NA","NA","NA","NA"
Q1070523,Q5146609,"NA","NA","NA","NA"
Q1070523,Q6737155,"NA","NA","NA","NA"
