politician,place_of_education,start_time,end_time,degree,major
Q14201517,Q7741168,"NA","NA","NA","NA"
Q14201517,Q6413539,"NA","NA","NA","NA"
Q14201517,Q5874683,"NA","NA","NA","NA"
