politician,place_of_education,start_time,end_time,degree,major
Q1239291,Q837164,"NA","NA",Q1765120,"NA"
Q1239291,Q3417076,"NA","NA",NA,"NA"
Q1239291,Q633448,"NA","NA",NA,"NA"
Q1239291,Q837164,"NA","NA",Q2878265,"NA"
