politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6139455,+1871-03-09T00:00:00Z,Q24089961,+1956-12-01T00:00:00Z,Q18220900,+1918-04-06T00:00:00Z,+1930-01-31T00:00:00Z,Q17028350,"NA","NA","NA",0
Q6139455,+1871-03-09T00:00:00Z,Q24089961,+1956-12-01T00:00:00Z,Q6814428,+1935-07-01T00:00:00Z,+1947-06-30T00:00:00Z,Q56649110,"NA","NA","NA",0
