politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6390500,+1903-10-22T00:00:00Z,Q34932,+1978-06-01T00:00:00Z,Q18526194,NA,NA,NA,"NA","NA","NA",0
Q6390500,+1903-10-22T00:00:00Z,Q34932,+1978-06-01T00:00:00Z,Q6814428,+1963-11-30T00:00:00Z,+1968-06-30T00:00:00Z,Q56649111,"NA","NA","NA",0
Q6390500,+1903-10-22T00:00:00Z,Q34932,+1978-06-01T00:00:00Z,Q11797087,NA,NA,NA,"NA","NA","NA",0
