politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q5224837,+1976-06-08T00:00:00Z,Q79990,"NA",Q18912794,+2007-11-24T00:00:00Z,+2013-09-07T00:00:00Z,Q2973505,Q7422387,Q7615871,"NA",0
Q5224837,+1976-06-08T00:00:00Z,Q79990,"NA",Q18534408,+2018-11-24T00:00:00Z,NA,Q5355946,NA,Q4757578,"NA",0
