politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6525348,+1899-07-07T00:00:00Z,Q6160942,+1987-05-31T00:00:00Z,Q18912794,+1946-09-28T00:00:00Z,+1949-12-10T00:00:00Z,Q2973857,Q4909203,Q5294910,"NA",0
Q6525348,+1899-07-07T00:00:00Z,Q6160942,+1987-05-31T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1961-11-02T00:00:00Z,Q2973485,Q6989012,NA,"NA",0
