politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q4757671,+1887-10-19T00:00:00Z,Q2249626,+1946-08-24T00:00:00Z,Q18220900,+1933-03-09T00:00:00Z,+1946-08-24T00:00:00Z,Q17022450,NA,NA,"NA",0
Q4757671,+1887-10-19T00:00:00Z,Q2249626,+1946-08-24T00:00:00Z,Q56271854,+1933-00-00T00:00:00Z,+1938-00-00T00:00:00Z,NA,Q7349266,Q5337203,"NA",0
