politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q18907740,+1955-05-01T00:00:00Z,Q647356,"NA",Q18534408,NA,NA,NA,NA,NA,"NA",0
Q18907740,+1955-05-01T00:00:00Z,Q647356,"NA",Q18912794,+1996-03-02T00:00:00Z,+2016-05-09T00:00:00Z,Q2973906,Q25756187,Q7181785,"NA",0
