politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q5672929,+1859-04-24T00:00:00Z,Q23165,+1929-06-05T00:00:00Z,Q6814428,+1904-01-01T00:00:00Z,+1917-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q5672929,+1859-04-24T00:00:00Z,Q23165,+1929-06-05T00:00:00Z,Q7241304,+1910-07-01T00:00:00Z,+1913-07-08T00:00:00Z,NA,Q15452356,Q4710343,3,0
