politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q466220,+1954-05-27T00:00:00Z,Q34932,"NA",Q18912794,+1996-03-02T00:00:00Z,+1998-10-03T00:00:00Z,Q1074900,Q4894478,Q6529978,"NA",0
Q466220,+1954-05-27T00:00:00Z,Q34932,"NA",Q6814428,+2016-07-02T00:00:00Z,NA,Q56649111,NA,NA,"NA",0
