politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6256729,+1948-05-31T00:00:00Z,Q23220,"NA",Q18912794,+1983-03-05T00:00:00Z,+1984-12-01T00:00:00Z,Q1074059,Q6306972,Q4706966,"NA",0
Q6256729,+1948-05-31T00:00:00Z,Q23220,"NA",Q18912794,+1984-12-01T00:00:00Z,+1990-03-24T00:00:00Z,Q1074102,Q7176142,NA,"NA",0
