politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q5539170,+1855-03-23T00:00:00Z,Q231765,+1943-10-23T00:00:00Z,Q6814428,+1917-07-01T00:00:00Z,+1923-06-30T00:00:00Z,Q56649112,NA,NA,"NA",0
Q5539170,+1855-03-23T00:00:00Z,Q231765,+1943-10-23T00:00:00Z,Q18912794,+1906-12-12T00:00:00Z,+1913-05-31T00:00:00Z,Q5284525,Q6283768,NA,"NA",0
