politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q5240870,+1945-01-29T00:00:00Z,Q3130,"NA",Q18526194,+1989-12-02T00:00:00Z,+2004-02-07T00:00:00Z,Q5355676,Q4977472,Q16013026,"NA",0
Q5240870,+1945-01-29T00:00:00Z,Q3130,"NA",Q18912794,+1984-12-01T00:00:00Z,+1987-07-11T00:00:00Z,Q2973572,Q6779260,NA,"NA",0
