politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q926916,+1866-03-15T00:00:00Z,Q6554885,+1948-12-08T00:00:00Z,Q18912794,+1910-04-13T00:00:00Z,+1928-10-09T00:00:00Z,Q1074124,Q7372234,Q5487958,"NA",0
Q926916,+1866-03-15T00:00:00Z,Q6554885,+1948-12-08T00:00:00Z,Q19202748,NA,NA,NA,NA,NA,"NA",0
