politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6172338,+1941-03-14T00:00:00Z,Q37100,+2007-04-02T00:00:00Z,Q6814428,+1996-07-01T00:00:00Z,+1996-07-12T00:00:00Z,Q56649110,NA,"NA","NA",0
Q6172338,+1941-03-14T00:00:00Z,Q37100,+2007-04-02T00:00:00Z,Q6814428,+1996-07-24T00:00:00Z,+2007-04-02T00:00:00Z,Q56649110,Q7518284,"NA","NA",0
