politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q7660150,+1856-04-11T00:00:00Z,Q5150359,+1934-02-21T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1906-12-12T00:00:00Z,Q1074005,Q15998798,NA,"NA",0
Q7660150,+1856-04-11T00:00:00Z,Q5150359,+1934-02-21T00:00:00Z,Q19202748,NA,NA,NA,NA,NA,"NA",0
