politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q5982330,+1936-10-02T00:00:00Z,Q7053663,"NA",Q18912794,+1990-03-24T00:00:00Z,+1998-08-31T00:00:00Z,Q2973436,Q16187305,Q6141370,"NA",0
Q5982330,+1936-10-02T00:00:00Z,Q7053663,"NA",Q3315112,+1996-03-11T00:00:00Z,+1998-10-21T00:00:00Z,NA,Q6249252,Q7349176,"NA",0
