politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q7887370,+1851-08-04T00:00:00Z,Q2296779,+1912-11-18T00:00:00Z,Q6814428,+1901-03-29T00:00:00Z,+1903-09-27T00:00:00Z,Q56649105,Q5080551,"NA","NA",0
Q7887370,+1851-08-04T00:00:00Z,Q2296779,+1912-11-18T00:00:00Z,Q18810377,NA,NA,NA,NA,"NA","NA",0
