politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q7172656,+1951-04-12T00:00:00Z,Q646980,"NA",Q18810377,+1976-04-23T00:00:00Z,+1982-08-18T00:00:00Z,NA,NA,NA,"NA",0
Q7172656,+1951-04-12T00:00:00Z,Q646980,"NA",Q18912794,+1983-03-05T00:00:00Z,+1998-08-31T00:00:00Z,Q1075639,Q7684036,Q6531014,"NA",0
