politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6226433,+1944-03-23T00:00:00Z,Q3141,"NA",Q6814428,+1981-07-01T00:00:00Z,+1996-08-20T00:00:00Z,Q56649108,Q6394611,NA,"NA",0
Q6226433,+1944-03-23T00:00:00Z,Q3141,"NA",Q18912794,+1972-12-02T00:00:00Z,+1975-12-13T00:00:00Z,Q784520,Q6831178,Q16092026,"NA",0
