politician,place_of_education,start_time,end_time,degree,major
Q20983383,Q1202292,"NA","NA","NA","NA"
Q20983383,Q4967861,"NA","NA","NA","NA"
Q20983383,Q7595349,"NA","NA","NA","NA"
