politician,place_of_education,start_time,end_time,degree,major
Q63531157,Q7894929,"NA",+2004-00-00T00:00:00Z,NA,"NA"
Q63531157,Q127990,"NA",NA,Q1765120,"NA"
Q63531157,Q174570,"NA",NA,Q950900,"NA"
