politician,place_of_education,start_time,end_time,degree,major
Q7381834,Q487556,"NA","NA",Q798137,"NA"
Q7381834,Q1072029,"NA","NA",NA,"NA"
Q7381834,Q579321,"NA","NA",Q752297,"NA"
