politician,place_of_education,start_time,end_time,degree,major
Q19518195,Q487556,"NA","NA",Q6785179,NA
Q19518195,Q49112,"NA","NA",Q752297,Q8134
Q19518195,Q127990,"NA","NA",Q1765120,NA
